제목,가사,장르
간 큰 남자,"남자들아 힘을 내라 힘을 내자
어깨를 활짝 펴라 목소리를 높여라
크게 하자 간 큰 남자여
아내한테 전화 건 남자에게
누구세요 왜 그러세요
감히 물어보려는 남자
아내의 말에 꼬박꼬박
말대꾸하려는 남자
향수 뿌리고 외출하는
아내의 뒷모습을 미심쩍게
흘겨보는 겁 없는 남자
남자 남자 간 큰 남자
이런 남자는 이런 남자는
간이 간이 간이 간이 큰 남자예요
매일 아침 식탁에 주저앉아
밥 달라고 보채는
아주 염체가 없는 남자
벌어오는 것도 시원찮으면서
반찬투정 하려는 남자
밀린 빨래와 설거지를
하려는 생각은 하지 않고
비디오만 보려는 남자
남자 남자 간 큰 남자
이런 남자는 이런 남자는
간이 간이 간이 간이 큰 남자예요
남자들아 힘을 내라 힘을 내자
어깨를 활짝 펴라 목소리를 높여라
크게 하자 간 큰 남자여
아내가 외출하고 돌아오면
어디 갔다 왔느냐고
감히 물어보려는 남자
아내에게 오는 삐삐 번호를
일일이 체크하는 남자
바쁜 아침에 아내에게
용돈이 적다면서 투덜 투덜
막무가내로 떼쓰는 남자
남자 남자 간 큰 남자
이런 남자는 이런 남자는
간이 간이 간이 간이 큰 남자예요
이런 남자는 이런 남자는
간이 간이 간이 간이 큰 남자예요
남자들아 남자들아 간 큰 남자여",트로트
빗물,"조용히 비가 내리네
추억을 말해주듯이
이렇게 비가 내리면
그 날이 생각이 나네

옷깃을 세워주면서
우산을 받쳐준 사람
오늘도 잊지 못하고
빗속을 혼자서 가네

어디에선가 나를 부르며
다가오고 있는 것 같아
돌아보며는 아무도 없고
쓸쓸하게 내리는 빗물 빗물

조용히 비가 내리네
추억을 달래주듯이
이렇게 비가 내리면
그 사람 생각이 나네

어디에선가 나를 부르며
다가오고 있는 것 같아
돌아보며는 아무도 없고
쓸쓸하게 내리는 빗물 빗물

조용히 비가 내리네
추억을 달래주듯이
이렇게 비가 내리면
그 사람 생각이 나네.",트로트
백년초(百年草),"백년초에 꽃이 피면
내게로 돌아올거야
사랑한단 그 한마디로
내 마음을 앗아간 사람
사랑은 스쳐가는 바람이라고
쉽사리 사람들은 말들하지만
눈물에 백년초가 피는 그 날
나를 찾아올 그 사람
백년초에 꽃이 피면
내 사랑 다시올거야
돌아온단 그 한마디로
내 마음을 묶어둔 사람
사랑은 한번 가면 오지 않는다
그렇게 사람들은 말들하지만
언젠가 백년초는 다시 필거야
내 사랑은 다시 올거야
내 사랑은 다시 올거야",트로트
이도령의 품속엔 마패가 숨어있다,"이도령의 품속엔
마패가 숨어있다
초라한 모습 속에
진실을 믿어왔다
어서오세요 세요
나는 기다려왔죠
당신은 내 사랑이죠
사랑했기 때문에
그리웠기 때문에
모진 세월을 참아왔어요
이리 오너라 날 부르는 소리
초라한 모습 이도령이 왔네
이도령의 품속엔
마패가 숨어있다
초라한 모습속에
진실을 믿어왔다
그대 없는 세월에
빈자리를 노리는
변사또 그가 있었죠
힘든 시간들 속에
이겨낼 수 있는 건
당신 때문에 견뎌왔어요
이리오너라
날 부르는 소리
초라한 모습
이도령이 왔네
이도령의 품속엔
마패가 숨어있다
초라한 모습 속에
진실을 믿어왔다
암행어사 출도요
변사또는 나와라
이도령이 왔단다
내 사랑이 돌아왔다
이도령의 품속엔
마패가 숨어있다
초라한 모습 속에
진실을 믿어왔다",트로트
어서 오이소,"어서오이소 어서오이소
내맘으로 어서오이소
그 사람이 접니다 찾던 사람 접니다
언제나 보고 싶은 꽃처럼 향긋한
사랑하는 사람 어서 오이소
저 멀리 당신을 향해 손짓하는
내 마음도 당신과 같아요
어서오이소 어서오이소
내맘으로 어서오이소
그 사람이 접니다 찾던 사람 접니다
만나면 기분 좋은 별처럼 빛나는
사랑하는 사람 어서 오이소
저 멀리 당신을 향해 손짓하는
내 마음도 당신과 같아요
어서오이소 어서오이소
내맘으로 어서오이소
저 멀리 당신을 향해 손짓하는
내 마음도 당신과 같아요
어서오이소 어서오이소
내맘으로 어서오이소
내품으로 어서오이소",트로트
너 때문에 살아 (Feat. 한혜진),"너 때문에 살아 너 때문에 살아
너 없으면 안 되는 세상 힘든 세상을
영원히 내 곁에 있어 줘 나의 친구야
오해는 이해로 실망은 실수로
그렇게 생각해줘
사는 동안 내 곁에 있어 줘 나의 사랑아
사랑이 지치면 정 들은 맘으로
그렇게 살아가자
내 눈에 보이는 건 너 하나뿐이더라
내 맘에 보이는 건 너 하나뿐이야
너 때문에 살아 너 때문에 살아
너 없으면 안 되는 세상 힘든 세상을
영원히 내 곁에 있어 줘 나의 친구야
오해는 이해로 실망은 실수로
그렇게 생각해줘
사는 동안 내 곁에 있어 줘 나의 사랑아
사랑이 지치면 정 들은 맘으로
그렇게 살아가자
내 눈에 보이는 건 너 하나뿐이더라
내 맘에 보이는 건 너 하나뿐이야
너 때문에 살아 너 때문에 살아
너 없으면 안 되는 세상 힘든 세상을
너 때문에 살아 너 때문에 살아
너 없으면 안 되는 세상 힘든 세상을",트로트
"시나브로 (모르는 사이에 조금씩, 조금씩)","나는 당신이
무엇을 바라는지 모릅니다
나는 당신이
내 마음 아는지도 모릅니다
그럼에도 나는 당신의
모든 것이 좋았습니다
아무래도 나는 또 사랑에
갇혀 버렸습니다
아 사랑을 누가 이긴답니까
아 사랑을 누가 버린답니까
불현듯이 왔다가 마음대로 가는 사람
시나브로 왔다가 태풍처럼 가는 사랑
아무래도 나는 또 사랑에
묶여 버렸습니다
아 사랑을 누가 이긴답니까
아 사랑을 누가 버린답니까
불현듯이 왔다가 제멋대로 가는 사람
시나브로 왔다가 태풍처럼 가는 사랑
아무래도 나는 또 사랑에
묶여 버렸습니다",트로트
막걸리 한 잔,"막걸리 한잔
온동네 소문 났던 천덕꾸러기
막내아들 장가 가던 날
앓던 이가 빠졌다며 덩실더덩실
춤을 추던 우리 아버지
아버지 우리 아들 많이 컸지요
인물은 그래도 내가 낫지요
고사리 손으로
따라주는 막걸리 한잔
아버지 생각나네
황소처럼 일만 하셔도
살림살이는 마냥 그 자리
우리 엄마 고생시키는
아버지 원망했어요
아빠처럼 살긴 싫다며
가슴에 대못을 박던
못난 아들을 달래주시며
따라주던 막걸리 한잔
따라주던 막걸리 한잔
아장아장 아들 놈이 어느새 자라
내 모습을 닮아버렸네
오늘따라 아버지가 보고싶어서
그날처럼 막걸리 한잔
아버지 우리 아들 많이 컸지요
인물은 그래도 내가 낫지요
고사리 손으로
따라주는 막걸리 한잔
아버지 생각나네
황소처럼 일만 하셔도
살림살이는 마냥 그 자리
우리 엄마 고생시키는
아버지 원망했어요
아빠처럼 살긴 싫다며
가슴에 대못을 박던
못난 아들을 달래주시며
따라주던 막걸리 한잔
따라주던 막걸리 한잔",트로트
연정,"이슬비가 내리네
보슬비가 소리 없이 내리네
못다한 사랑의 눈물이더냐
아쉬움이더냐
아아아아 사랑하던 사람아
내 마음을 아는가
이슬비에 젖어 봄비에 젖어
사랑을 잃은 눈물에 젖어
사나이는 사나이는
말없이 떠나간다
이슬비가 내리네
보슬비가 소리없이 내리네
떠나간 그 사람의 눈물이더냐
그리움이더냐
아아아아 떠나버린 사람아
내 마음을 아는가
이슬비에 젖어 봄비에 젖어
이별의 맺힌 한숨에 젖어
사나이는 사나이는
말없이 떠나간다",트로트
이별의 영동선 (Inst.),"사랑을 몰랐다면 아픔도 몰라
사랑을 또 미워하다가
눈물이 난다
잘 견뎌 왔는데
나도 몰래
눈물이 난다
영동선 기차
몸을 싣고
무정하게
가버린 사람
떠나는 사람이
뭐가 바쁜지
뒤도 한번 안 돌아 보고
남겨진 나만
울고 서있네
빈자리만 바라보면서
사랑해서 그리워서
나도 몰래
눈물이 나
떠나는 사람이
뭐가 바쁜지
뒤도 한번 안 돌아 보고
남겨진 나만
울고 서있네
빈자리만 바라보면서
사랑을 몰랐다면 아픔도 몰라
사랑을 또 미워하다가
사랑해서 그리워서
나도 몰래
눈물이 나
사랑해서 그리워서
나도 몰래
눈물이 나",트로트
가인이어라 (Inst.),"가인 가인이어라
운명 같은 사람이어라
보고 또 보고 싶은 가인이어라
정도 많은 사람이어라
어느 한 날 똑같은 시간에 만나
서로에게 끌려버린 맘
좋아 좋아한다면 죄라도 되나요
이제 나는 어쩔 수 없네
아 영원히 안고 싶어라
시간아 멈추어라
가인 가인이어라
필연적인 사람이어라
보고 또 보고 싶은 가인이어라
내인생의 귀인이어라
사랑해요 그 말을 하고 싶나요
내 마음도 그렇답니다
애간장을 녹이는 다정한 목소리
누가 내게 보내셨나요
아 영원히 닮고 싶어라
세월아 멈추어라
가인 가인이어라
운명 같은 사람이어라
보고 또 보고 싶은 사람이어라
내인생의 귀인이어라
가인이어라 가인이어라
가인 가인이어라
가인 가인 가인이어라",트로트
어머님 사랑합니다 (Inst.),"꽃다운 열아홉에 연지 찍고 시집와서
손발이 터지도록 고생하신 어머님
백날을 하루같이
자식걱정에 보낸 한평생
주름진 그 모습이 안타까워요
너무나 안타까워요
어머님 사랑합니다
이 자식 키우시며 가슴엔 멍이 들어
고왔던 그 얼굴이 주름지셨네
이제는 무거운 짐
내려놓고서 편히 쉬세요
언제나 그 정성에 목이 맵니다
너무나 고맙습니다
어머님 사랑합니다
어머님 사랑합니다",트로트
이별의 영동선 (K-Trot Ver.) (Inst.),"눈물이 난다
잘 견뎌 왔는데
나도 몰래
눈물이 난다
영동선 기차
몸을 싣고
무정하게
가버린 사람
떠나는 사람이
뭐가 바쁜지
뒤도 한번 안 돌아 보고
남겨진 나만
울고 서있네
빈자리만 바라보면서
사랑해서 그리워서
나도 몰래
눈물이 나
떠나는 사람이
뭐가 바쁜지
뒤도 한번 안 돌아 보고
남겨진 나만
울고 서있네
빈자리만 바라보면서
사랑을 몰랐다면 아픔도 몰라
사랑을 또 미워하다가
사랑해서 그리워서
나도 몰래
눈물이 나
사랑해서 그리워서
나도 몰래
눈물이 나",트로트
나는 당신꺼,"당신은 당신은 누구시길래
나를 자꾸 흔드나
순진한 내 가슴 노크도 없이
문을 열고 들어오네
사랑이 이런 건가요
몰라요 나는 몰라요
조금만 조금만 기다려주세요
사랑꽃 필때까지
아아아 나는 당신꺼니까
당신은 당신은 누구시길래
나를 자꾸 흔드나
순진한 내 가슴 노크도 없이
문을 열고 들어오네
사랑이 이런 건가요
몰라요 나는 몰라요
조금만 조금만 기다려주세요
사랑꽃 필때까지
아아아 나는 당신꺼니까
조금만 조금만 기다려주세요
사랑꽃 필때까지
아아아 나는 당신꺼니까",트로트
남은 것은 당신 뿐,"나에겐 당신이라는 의미를 깨닫기까지
수많은 계절이 꿈처럼 지나갔다오
사는게 너무 힘들어 떠나려했던 날에도
못난 내가 눈에밟혀 돌아온거 기억하오
세월의 끝자락에
우리 함께 할수 있어서
작아진 몸이라도
서로 의지 할수 있어서 음
우리 지난날 돌아보니
남은것은 당신뿐이오
사는게 너무 힘들어 떠나려했던 날에도
못난 내가 눈에밟혀 돌아온거 기억하오
세월의 끝자락에
우리 함께 할수 있어서
작아진 몸이라도
서로 의지 할수 있어서 음
여보 아이들도 떠나니
남은것은 당신뿐이오
남은것은 당신뿐이오",트로트
둥지,"너 빈자리 채워 주고 싶어
내 인생을 전부 주고 싶어
이제는 너를 내 곁에다 앉히고
언제까지나 사랑 할까봐
우리 더 이상 방황하지마
한눈 팔지마 여기 둥지를 틀어
지난날의 아픔은 잊어버려
스쳐 지나가는 바람처럼
이제 너는 혼자가 아니잖아
사랑하는 나 있잖아
너는 그냥 가만히 있어
다 내가 해 줄게
현실일까 꿈일까 사실일까 아닐까
헷갈리고 서 있지마 우 -
사랑이 뭔지 그동안 몰랐지
내 품에 둥지를 틀어봐
너 빈자리 채워 주고 싶어
내 인생을 전부 주고 싶어
이제는 너를 내 곁에다 앉히고
언제까지나 사랑 할까봐
우리 더 이상 방황하지마
한눈 팔지마 여기 둥지를 틀어
지난날의 아픔은 잊어버려
스쳐 지나가는 바람처럼
이제 너는 혼자가 아니잖아
사랑하는 나 있잖아
너는 그냥 가만히 있어
다 내가 해 줄게
현실일까 꿈일까 사실일까 아닐까
헷갈리고 서 있지마 우 -
사랑이 뭔지 그동안 몰랐지
내 품에 둥지를 틀어봐
내 품에 둥지를 틀어봐 -",트로트
오디션,"늦지 않게 내게 와줘
지금껏 그려왔던 꿈
꿈에 그리던 스타 오디션
오디션 보러 나는 간다
아무도 안된다고 말하지마
내 꿈을 위해 전부를 걸었다
삼분의 승부사 내 꿈은 이루어진다
조명아 비춰라
디스코 락엔롤 허슬 허슬 허슬 춤
흥분의 무대로 내가 만든다
울려라 딩동댕 차임 벨소리
나는 나는 나는 가수다
늦지 않게 내게 와줘
지금껏 그려왔던 꿈
꿈에 그리던 스타 오디션
오디션 보러 나는 간다
아무도 안된다고 말하지마
내 꿈을 위해 전부를 걸었다
삼분의 승부사 내 꿈은 이루어진다
조명아 비춰라
디스코 락엔롤 허슬 허슬 허슬 춤
흥분의 무대로 내가 만든다
울려라 딩동댕 차임 벨소리
나는 나는 나는 가수다",트로트
뭐야뭐야,"뭐야 뭐야 뭐야 뭐야 뭐야
뭐야 뭐야 당신이 뭐야
제발 날 내버려두지마
당신이 당신이 뭐길래
날 이렇게 힘들게 해
술잔을 쓸쓸히 마주한 나에게
휘감겨오는 그사람
세상에 흔한것이 여자라 하지만
너무 가슴이 아파
다시 한번만 기회를 주세요
최선을 다할께요
뭐야 뭐야 뭐야 뭐야 뭐야
당신이 뭐길레
날 애원하게 만들어
뭐야 뭐야 뭐야 뭐야 뭐야
살빠질것 같아
제발 날 내버려두지마
뭐야 뭐야 뭐야 뭐야 뭐야
뭐야 뭐야 당신이 뭐야
제발 날 내버려두지마
당신이 당신이 뭐길레
세월 흐른 지금도
당신 모습 당신 생각에
지금도 난 가슴이 뛰어요
당신 밖엔 사랑할 줄 모르는 남자
바보같은 남자
다시 한번만 기회를 주세요
최선을 다할께요
뭐야 뭐야 뭐야 뭐야 뭐야
당신이 뭐길레 날 애원하게 만들어
뭐야 뭐야 뭐야 뭐야 뭐야
살빠질것 같아
제발 날 내버려두지마
제발 날 내버려두지마",트로트
난 너에게,"난 네가 기뻐하는 일이라면
뭐든지 할 수 있어
난 네가 좋아하는 일이라면
뭐든지 할 수 있어
별보다 예쁘고 꽃보다
더 고운 나의 친구야
이 세상 다 주어도 바꿀 수 없는
나의 친구야
네 곁에 있으면 사랑은 내 것
네 곁에 있으면 세상도 내 것
난 네가 기뻐하는 일이라면
뭐든지 할 수 있어
난 네가 좋아하는 일이라면
뭐든지 할 수 있어
난 네가 기뻐하는 일이라면
뭐든지 할 수 있어
난 네가 좋아하는 일이라면
뭐든지 할 수 있어
별보다 예쁘고 꽃보다
더 고운 나의 친구야
이 세상 다 주어도 바꿀 수 없는
나의 친구야
네 곁에 있으면 사랑은 내 것
네 곁에 있으면 세상도 내 것
난 네가 기뻐하는 일이라면
뭐든지 할 수 있어
난 네가 좋아하는 일이라면
뭐든지 할 수 있어
뭐든지 할 수 있어",트로트
